comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes
DI20240926064000-16824331,DI20240926064000,Ignasi,"9/25/2024, 10:53:23 PM",2024-09-25 22:53:23,"El cronista dona i deixa per escrit que creixement econòmic es igual a generació de riquesa. Segurament, aquest es el problema actual. No veiem que estem hipotecant el futur del país, de fet la ultima part si que accepta que la forma amb la qual estem tapant els forats no es sostenible!!!! Ara si concorida son els dolents de la pelicula i pel diari el govern actual ho fa tot bé… es espectacular el nivell actualment. Andorra ha de mirar mes lluny que el demà ",,,
DI20240926064000-16792790,DI20240926064000,DESANGRATS ESTEM,"9/25/2024, 10:37:50 PM",2024-09-25 22:37:50,"De quina activitat econòmica parleu? Si fot tot mes pena que res mes, el dia que aturi la construcció aquí no queda absolutament resssss, no hi ha ressssss mes, no s’ha fet absolutament res per tenir una base econòmica solida i potent sols queden 4 supermercats que es maten entre ells per que no venen res i 4 botigues caduques plenes, tot ple de treballadors pastera del 3 mon que no parlen llengües i no estant formats amb res i un país vaixell que en el millor dels casos li entra aigua per els 4 punts cardinals, alè que mogui el cul govern que amb tants anys com porten al poder no han fet res mes que anar molt be ells, la rest CACA",,,
DI20240926060000-17065020,DI20240926060000,estres laboral,"9/26/2024, 3:50:05 AM",2024-09-26 03:50:05,Aviam si controleu millor el protocol de les baixes laborals que sembla un despropòsit ,,,
DI20240926060000-17018898,DI20240926060000,La borsa o la vida !,"9/26/2024, 12:23:52 AM",2024-09-26 00:23:52,"El context estructural de la suposada crisi de les pensions és el procés de privatització de la caixa de la seguretat social a mans de bancs, asseguradores i el propi mercat financer  que ja es freguen les mans amb el suculent botí de les pensions públiques.",,,
DI20240926060000-17042405,DI20240926060000,No estarà tancat el tema?,"9/26/2024, 12:34:27 AM",2024-09-26 00:34:27,"Per cert on paren els 9 milions ja se sap alguna cosa, HO ES TEMA ENTERRAT COM SEMPRE? Imagino que  la fiscalia ja esta treballant amb el tema i posa tota la carn a la graella perquè apareguin ho els responsables paguin els plats trencats, segurament deu ser aixÍ  ",17018898,,
DI20240926060000-17065480,DI20240926060000,MI,"9/26/2024, 4:36:25 AM",2024-09-26 04:36:25,"imagines massa, la fiscalia treballa a ordre del que té el poder",17042405,,
DI20240926060000-16909342,DI20240926060000,Joan Pere,"9/25/2024, 11:33:40 PM",2024-09-25 23:33:40,"Antonio, suposo que tindràs un sou de mes de 4.000€, perque amb els que tenim la majoria de la població i les despesses generals tan altes, impossible pagar impostos superiors.",,,
DI20240926060000-16789219,DI20240926060000,Antonio,"9/25/2024, 10:36:02 PM",2024-09-25 22:36:02,"Hay que subir los impuestos de la seguridad social, de la parte del trabajador, que son los que más usan los servicios. ",,,
DI20240926060000-17068876,DI20240926060000,Taylor,"9/26/2024, 9:05:45 AM",2024-09-26 09:05:45,O muy rico o comunista el Antonio.,16789219,,
DI20240926060000-17065256,DI20240926060000,Ostres,"9/26/2024, 4:17:07 AM",2024-09-26 04:17:07,Aquest Sr. molt sobrat per la vida. Actualment hi ha més de 400 persones amb cancer .,16789219,,
DI20240926055300-17065552,DI20240926055300,Carles,"9/26/2024, 4:42:54 AM",2024-09-26 04:42:54,Que mirin quin telèfon tenen els que van a demanar ajudes. Telefons de més de 500€. Per això alguns sí que tenen diners.,,,
DI20240926055300-16855066,DI20240926055300,Ras i curt,"9/25/2024, 11:08:04 PM",2024-09-25 23:08:04,"Pues és molt fàcil, si hi ha diners per a l’obra pública, sous dels funcionaris, càrrecs de tot tipus, els 8 Comús i la legió de refugiats de guerra i desplaçats diversos, té que haver per pagar els gastos d’Afers Socials.",,,
DI20240926055300-16987710,DI20240926055300,LLEI DEL DESAMPARO,"9/26/2024, 12:09:31 AM",2024-09-26 00:09:31,Nous requisits 2023/24.,16855066,,
DI20240926055300-17064260,DI20240926055300,Sense voler ser Barcenas,"9/26/2024, 2:06:27 AM",2024-09-26 02:06:27,"Per cert! Torno a repetir a Espanya fins i tot el BARCENAS  va tenir dret a cobrar el atur amb mils de euros a Suïssa , aquí el mes desgraciat del mon no te dret ni a cobertura sanitària i menys al atur per molt que digui aquesta senyora de la foto ",16987710,,
DI20240926055300-17064090,DI20240926055300,Perquè no,"9/26/2024, 1:40:20 AM",2024-09-26 01:40:20,Sí Senyor...,16987710,,
DI20240926055300-17063791,DI20240926055300,PAIS,"9/26/2024, 12:57:24 AM",2024-09-26 00:57:24,Las clavat!! ,16987710,,
DI20240926055300-16834670,DI20240926055300,elena,"9/25/2024, 10:58:19 PM",2024-09-25 22:58:19,"ajuts economics ocasionals, poden ser una mica mes explicits, no sabem a qui van destinats aquets diners, potser si ho expliquen ho entendrem, per que amb aixo lo unic que pensem es que uns quants s'aprofiten del sistema , mentres la majoria tenim de treurens nosaltres les castanyes del foc ",,,
DI20240926055300-16755356,DI20240926055300,INCOMPETENS,"9/25/2024, 10:19:50 PM",2024-09-25 22:19:50,Tanqueu la porta de una P... vegada i deixeu de emplenar el país de misèria. ,,,
DI20240926055300-16637867,DI20240926055300,Farmiento,"9/25/2024, 9:24:32 PM",2024-09-25 21:24:32,Així estan els bars i granjes plenes tot el dia..!,,,
DI20240926055300-16865046,DI20240926055300,Ets igual,"9/25/2024, 11:12:45 PM",2024-09-25 23:12:45,Com ho saps?,16637867,,
DI20240926055300-17063801,DI20240926055300,PAIS,"9/26/2024, 12:58:34 AM",2024-09-26 00:58:34,+1,16865046,,
DI20240925161100-16393681,DI20240925161100,Les pensions son sagrades,"9/25/2024, 7:28:06 AM",2024-09-25 07:28:06,"Perquè les pensions s'han de pagar només amb les cotitzacions? Si totes les despeses públiques en un Estat es paguen amb impostos mai a la vida han de córrer perill les pensions, si hi ha diners per a obra pública n'hi ha d'haver per pagar les pensions.",,,
DI20240925161100-16394583,DI20240925161100,NO TOTES PERILLEN,"9/25/2024, 8:28:36 AM",2024-09-25 08:28:36,"NO te preocupis que les pensions vàries de segons qui aquestes no perill , mentre hi ha gent que cobra una bona merda, COM VOL4N QUE 3L POBLE NO ESTIGUI MES QUE CREMAT? FINS LA CORONILLA DE TOTS, les que perill en són les dels desgraciats de sempre, les altres BAJO LLAVE ",16393681,,
DI20240925161100-16397949,DI20240925161100,PENSIONS,"9/25/2024, 12:46:01 PM",2024-09-25 12:46:01,Tens tota la raó!! ,16394583,,
DI20240925161100-16393245,DI20240925161100,Que rebenti tot,"9/25/2024, 6:55:18 AM",2024-09-25 06:55:18,"Doncs tanqueu la porta i li foteu foc, no és el treballador normal qui el provoca, són els 4 ex directors, ex caps de àrea, ex assessor etc tota cobrant 3 ho 4 pagès i xanxullos varis. PD. Per cert que se sap dels 9 milions de euros que ja no se'n parlem TEMA ENTERRAT COM SEMPRE?",,,
DI20240925161100-16393957,DI20240925161100,PENSIONS,"9/25/2024, 7:45:53 AM",2024-09-25 07:45:53,"Totalment d'acord, vergonyós! ",16393245,,
DI20240925130400-16396674,DI20240925130400,Tot mentida,"9/25/2024, 11:03:55 AM",2024-09-25 11:03:55,"Ostres quines coses passen al país.....jo pensaba que tot-hom era ric, al menys és la imatge que dona.",,,
DI20240925130400-16397452,DI20240925130400,Amagates i al ombra,"9/25/2024, 11:56:38 AM",2024-09-25 11:56:38,"I tant sobretot si els interessats ho posant sota la catifa, sugur que ni t'asabentes",16396674,,
DI20240925130400-16392667,DI20240925130400,Carles,"9/25/2024, 6:16:56 AM",2024-09-25 06:16:56,"Un pais que ha de donar aquesta quantitat d'ajudes es un pais en ""default"", si les families no es poden valdre per so mateixes i dignament vivir es que s'ha fet la feina moooollt malament començant per perdre actractiua economic salarial envers França primer i envers Espanya ara... Vindran curves, gracies DA. Quin llegat. ",,,
DI20240925130400-16392857,DI20240925130400,Sols lo que convé i juste,"9/25/2024, 6:30:47 AM",2024-09-25 06:30:47,"NO t'expliquen tot, sols lo que no poden amagar, si fos per ells no sèrbies ni la meitat de lo malament que està",16392667,,
DI20240925130400-16391581,DI20240925130400,SENSE CAP PUDOR,"9/25/2024, 4:54:54 AM",2024-09-25 04:54:54,"AQUET PAÍS SI NO ETS SUDAMERICA HO PORTES MUCADOR NO REPS CAP AJUDA, CARA DURES.",,,
DI20240925130400-16395842,DI20240925130400,Contractes,"9/25/2024, 9:56:05 AM",2024-09-25 09:56:05,Anys i panys empalmant contractes amb Govern i no t'has presentat a cap edicte... Crec que el problema el tens tú...,16391581,,
DI20240925130400-16396400,DI20240925130400,Quina cara més dura,"9/25/2024, 10:42:05 AM",2024-09-25 10:42:05,"Si està ple govern de gent treballant sense haver pasat mai un EDICTE, les lleis a govern tenen de ser igual que ha la privada ho govern se les pot pasar totes pel folre?  perquè a la privada si al 3 contracte no el fan fixe algú  li foten una bona multa, ahhh es veritat govern entre contracte i contracte ja han posat 45 dies per el mig per evitar problemes no fos que eh ",16395842,,
DI20240925130400-16396228,DI20240925130400,Els galtes com tu,"9/25/2024, 10:28:31 AM",2024-09-25 10:28:31,"NO, el problema és els cara dures d'allà dins que té xuclen la sang fins que no queda una gota i després quan ja ets gran pasen de tu. Per cert no siguis tant estorrofat i vigila que la vida no té doni una bona castanya que ni ha per tothom i de diferent manera, uns avanç i altres després, no tothom poc arribar a ser un Funcionari revingut com tu. A la privada al amb 3 contractes obliguen a ser  fixe, i Govern NO?  Així  tota la vida i surt un ximple com tu amb un EDICTE ara, quan els i convé i si ets pota negra ho amb bon contacte es pasen el EDICTE per el entrecuix ",16395842,,
DI20240925130400-16393270,DI20240925130400,Jordi,"9/25/2024, 6:57:05 AM",2024-09-25 06:57:05,"Totalment real, yo mes de 10 anys empalmant merdas de cotractes sense cap dret i no et queixis i ara amb mes de 60 tirat sense cap posibiltat, envio cv ningui et contesta, no es just, sou un sensevergonye, espero i desitjo q el karma us vingui a fotre, no teniu sentiments, ja us arribara a tots",16391581,,
DI20240925130400-16395352,DI20240925130400,Som molts,"9/25/2024, 9:20:36 AM",2024-09-25 09:20:36,Aquet país s'ha convertit en un bon mangoneo.,16393270,,
DI20240925130400-16394351,DI20240925130400,Doncs jo mes,"9/25/2024, 8:13:22 AM",2024-09-25 08:13:22,Jo 13 anys,16393270,,
DI20240925130400-16391485,DI20240925130400,jtv,"9/25/2024, 4:46:13 AM",2024-09-25 04:46:13,"Si tens nacionalitat andorrana es molt mes dificil de rebre cualsevol tipus de ajut. Et diuen que tens FAMILIARS OBLIGATS. Encara que siguis un sense sostre i que no tinguis absolutament ningun ingres economic, es molt dificil rebre cap tipus de ajut. Els que tenen cualsevol altra nacionalitat ho tenen molt mes facil. A Andorra fan molta falta Albergs y Punts de menjar solidari, pro lamentablement no tinc constancia de cap partit que en parli d'aquests temes. Tambe estarie be que algun partit es comprometi a acabar amb aquesta indefensio per tenir nacionalitat andorrana.",,,
DI20240925130400-16392803,DI20240925130400,Injustícies a la AND,"9/25/2024, 6:27:28 AM",2024-09-25 06:27:28,"És una vergonya com s'amaga la realitat del país i com es maquilla, els temes que punxen aquí al diari estant a un  racó amb petit i poc temps molt poc.",16391485,,
DI20240925055900-16391442,DI20240925055900,Lara,"9/25/2024, 4:42:46 AM",2024-09-25 04:42:46,No entenc perquè presenteu esmenes a la llei Òmnibus i fer -ho retardar tot. Amb la necessitat que hi ha al país. Què hi féieu a la manifestació? Perquè ereen eleccions Comunals?  ,,,
DI20240925055900-16391421,DI20240925055900,Vero,"9/25/2024, 4:41:05 AM",2024-09-25 04:41:05,No saben on van. Demagògia pura,,,
DI20240925055900-16397056,DI20240925055900,sic,"9/25/2024, 11:28:09 AM",2024-09-25 11:28:09,"Venen amb maneres de fer política d'altres llocs..perque és on han estudiat i assimilat aquesta manera de fer..Els hi passa a molts, necesiten un temps de ""desintoxicació"" de males influències estrangeres per dir-ho de alguna manera...",16391421,,
DI20240925055900-16391194,DI20240925055900,Se m´oblidaba,"9/25/2024, 4:16:59 AM",2024-09-25 04:16:59,Sieg Heil,,,
DI20240925055900-16391190,DI20240925055900,EL FÜHRER,"9/25/2024, 4:16:33 AM",2024-09-25 04:16:33,Concòrdia ho esteu fent be nois.,,,
DI20240925055900-16390354,DI20240925055900,Habitatges dignes,"9/25/2024, 2:33:49 AM",2024-09-25 02:33:49,"CONCÒRDIA sou el futur del país... ànims, força i no feu cas ha aquests haters tòxics que se'ls acaba el xollo.",,,
DI20240925055900-16390088,DI20240925055900,Més,"9/25/2024, 1:53:24 AM",2024-09-25 01:53:24,Molte bé Concòrdia! Clar i català: toca limitar el creixement de població insuportable pel nostre país.,,,
DI20240925055900-16390076,DI20240925055900,Laurediana,"9/25/2024, 1:51:21 AM",2024-09-25 01:51:21,Dona gust escoltar-vos Cerni i Pol. Persones formades però sobretot persones. Bon equip..... no escolteu els anònims i a per totes!,,,
DI20240925055900-16389963,DI20240925055900,Escaldenc,"9/25/2024, 1:35:32 AM",2024-09-25 01:35:32,"Escalé, no siguis tan pedant. Insoportable escoltar-lo",,,
DI20240925055900-16389945,DI20240925055900,Perico,"9/25/2024, 1:33:30 AM",2024-09-25 01:33:30,"Quina por que em fan!! Si governeu igual de malament que a les parròquies, tot brut i deixat…",,,
DI20240925055900-16388974,DI20240925055900,No censuris sup,"9/24/2024, 10:41:45 PM",2024-09-24 22:41:45,Que comencin a fer país els empresaris en lloc de tancar la porta als treballadors d'aquí.,,,
DI20240925055900-16391155,DI20240925055900,Prioritats,"9/25/2024, 4:12:42 AM",2024-09-25 04:12:42,"Totalment d.accord. ,ja fa anys que el pais ho necessita....",16388974,,
DI20240925055900-16388938,DI20240925055900,Bea,"9/24/2024, 10:35:25 PM",2024-09-24 22:35:25,"I pujar impostos  a la transmissió patrimonial. Perquè no ho dieu, altaveu de Concòrdia?",,,
DI20240925055900-16389267,DI20240925055900,Concordi,"9/24/2024, 11:45:08 PM",2024-09-24 23:45:08,"Si, per segona residència, que tens algun problema ? O es que vols sembrar el desconcert. Si dius la mesura digala tota",16388938,,
DI20240925055900-16388876,DI20240925055900,Menys butxaca i mes país,"9/24/2024, 10:24:57 PM",2024-09-24 22:24:57,Que comencin a fer país els empresaris en lloc de tancar la porta als treballadors d'aquí.,,,
DI20240925055900-16389203,DI20240925055900,Empresauris,"9/24/2024, 11:31:14 PM",2024-09-24 23:31:14,"L'empresari (pocs) paga bé, l'empresauri (amic del poder) no.",16388876,,
DI20240925055900-16388827,DI20240925055900,Slow Down,"9/24/2024, 10:17:18 PM",2024-09-24 22:17:18,A VEURE SI ALGÚ ATURA TANTA IMMIGRACIÓ.,,,
DI20240925055900-16388908,DI20240925055900,Visc del papa,"9/24/2024, 10:30:25 PM",2024-09-24 22:30:25,"Les empreses tenen falta de pdrsonal, estan desesperades xk no yroven ningu, ni cambrers ni tecnics ni metges ni ingeniers ni paletes ni fusters ni res dd res. Es bona idea tancar i complicarlis mes.la vida al poc teixit economic que te el.pais. pero esclar, els funcionatis d'aixo no en teniu ni idea, vosaltres os pasejeu amb camisa i feu molts monolegs",16388827,,
DI20240925055900-16389065,DI20240925055900,No visc del Papa,"9/24/2024, 11:03:25 PM",2024-09-24 23:03:25,"Mira de entrada no soc funcionari, de la meva situació laboral no en tens ni idea així que no treguis conclusions tant rapides. ",16388908,,
DI20240925055900-16389816,DI20240925055900,what?,"9/25/2024, 1:13:15 AM",2024-09-25 01:13:15,"Ell aqui no et parla de cambrers, et parla de professions ben pagades...no té res a veure.",16389065,,
DI20240925055900-16390801,DI20240925055900,Andorra,"9/25/2024, 3:30:15 AM",2024-09-25 03:30:15,"Ves a l'hospital i veuras la quantitad de de sud americans que tenen, mira les empreses de transport public  i veuras els grans profesionals que porten els nostres fills al cole",16389816,,
DI20240925055900-16393144,DI20240925055900,AND CAPUT,"9/25/2024, 6:49:37 AM",2024-09-25 06:49:37,"És una vergonya i una indecència i no sols això, tots tenen les seves associacions consentint lo que són incapaços de donar a la gent d'aquí, vagis on vagis ni Déu parla amb català i si t'agrada bé i sinó ti poses  fulles, ja són els de fora els que manen, hi ha una franquícia de cafeteries pastisseries noves que fa poc que han obert, ni un es d'aquí i ni un parla ni té intenció de parlar amb català ( imagino que el empresari encantat i se la sua perquè té 2 per 1( treballen 2 i cobra 1). Fa fàstic lo que han fet amb aquets país, vas al hospital, i han portat una remesa de metges que no saps ni lo que parlen, no saben comunicar i tot per pagar a meitat de preu del que cobraven els bons metges que venien de Espanya o França, als Supermercats tots han fotut al personal antic al carrer i ara sembla que estiguem a PUERTO RICO una mica més del mateix, després surten tota aquesta colla de impresentables amb el país, la bandera i el escut però han destrossat el país, els sous i les oportunitats laborals ",16390801,,
DI20240925055900-16389976,DI20240925055900,NO NO,"9/25/2024, 1:37:05 AM",2024-09-25 01:37:05,"tu creus? jo diria que no, als ben pagats ho pagues ho no venen",16389816,,
DI20240923064700-16368638,DI20240923064700,Pensiones dignes,"9/23/2024, 6:47:45 AM",2024-09-23 06:47:45,Moltes gracies per convidarme l posar el meu comentari,,,
DI20240923064700-16368618,DI20240923064700,Pensiones dignes,"9/23/2024, 6:46:04 AM",2024-09-23 06:46:04,"Vaya, vaya",,,
DI20240923064700-16368614,DI20240923064700,Pensiones dignes,"9/23/2024, 6:45:26 AM",2024-09-23 06:45:26,No em convideu,,,
DI20240923064700-16368605,DI20240923064700,Pensiones dignes,"9/23/2024, 6:45:03 AM",2024-09-23 06:45:03,"Bon día, perque veten el meu comentari, no es just que per directamente la realitat del pais no li agradi a vuste. Faci el favor de posar el meu comentari. O es que s'ha implantat la SANTA INQUISICION a Andorra?",,,
DI20240923064700-16368433,DI20240923064700,Pensiones dignes,"9/23/2024, 6:32:48 AM",2024-09-23 06:32:48,"Mentre uns viuen amb opulencia, els pensionistes pasen miseria. Pugeu les pensions amb relacio al cost de la vida",,,
DI20240923064700-16364975,DI20240923064700,Les dues Andorra,"9/22/2024, 10:14:35 PM",2024-09-22 22:14:35,L'Andorra dels rics i la dels esclaus.,,,
DI20240923064700-16365489,DI20240923064700,PENSIONISTA,"9/23/2024, 12:24:16 AM",2024-09-23 00:24:16,"Totalment d'acord!! Una part de pensionistes cada dia més i més pobres, demanaria que aquets polítics fessin una refleccio com es pot viure amb pensions de menos de 1000euros.",16364975,,
DI20240922060300-16362023,DI20240922060300,Es tiuen del.poble,"9/22/2024, 1:20:25 PM",2024-09-22 13:20:25,Jahaha. 50 pavos. Ho que valen 2 paquets de paper de cul,,,
DI20240922060300-16355058,DI20240922060300,Dolors,"9/22/2024, 1:54:40 AM",2024-09-22 01:54:40,"Al final del 2024 , si encara no hem arribat!!",,,
DI20240922060300-16354700,DI20240922060300,Taxa de dependència,"9/22/2024, 12:54:18 AM",2024-09-22 00:54:18,No estic d'acord amb els càlculs de la taxa de dependència. ,,,
DI20240922060300-16355343,DI20240922060300,Sistema SOLIDARITAT,"9/22/2024, 2:45:06 AM",2024-09-22 02:45:06,"Amb el 5% que has pagat aquestos anys de Cass, no dona ni per 300€ mes…. ( com a molt pagavas 100€ al mes) x 12=1200 any….",16354700,,
DI20240922060300-16357682,DI20240922060300,juan tutri,"9/22/2024, 7:36:10 AM",2024-09-22 07:36:10,"Salari mig 2.000 euros. La CASS rep 12%, o sigui  240 euros mensuals, que son 2.880 euros anyals. No vull fer comptes de quants anys pagues (xifra previsible) i quants anys cobres i quin import (depend de Consell i Govern).",16355343,,
DI20240922060300-16355071,DI20240922060300,Ainsssss......,"9/22/2024, 1:57:34 AM",2024-09-22 01:57:34,El que tu vas cotitzar va servir al seu moment per pagar la pensió dels ja jubilats. El pilles....?,16354700,,
DI20240922060300-16355040,DI20240922060300,Perquè no,"9/22/2024, 1:50:43 AM",2024-09-22 01:50:43,"Totalment d'acord... no és un ""favor"" sinó un dret que tenim....",16354700,,
DI20240922060300-16355004,DI20240922060300,Ciutadá,"9/22/2024, 1:44:18 AM",2024-09-22 01:44:18,Totalment d’acord. ,16354700,,
DI20240922060300-16354926,DI20240922060300,Troc,"9/22/2024, 1:31:03 AM",2024-09-22 01:31:03,"Efectivament, el sistema de pensions a Andorra és per capitalització,  no per repartiment, com a Espanya. La taxa de dependència no re cap sentit en un sistema de capitalització.",16354700,,
DI20240922060300-16357729,DI20240922060300,parole parole,"9/22/2024, 7:40:40 AM",2024-09-22 07:40:40,"Un sistema de repartiment posaria màxims. Per molt que es defina com de repartiment, en la majoria dels casos FUNCIONA com capitalització, ja que les pensions son proporcionals als cotitzacions. ",16354926,,
DI20240922060300-16357631,DI20240922060300,Pensiomista,"9/22/2024, 7:31:38 AM",2024-09-22 07:31:38,"Aquí paguem justos per pecadors, alguns AN cotitzat poc o mai pro tenen pensions més altes que a cotitzat més de vint anys, com pot ser això? Conec gent que tenen pagues de la cass, pro després se'n van a buscar bolets, apenes a cotitzat. ",16354926,,
DI20240916055100-16065070,DI20240916055100,El problema ve de dalt,"9/16/2024, 6:06:56 AM",2024-09-16 06:06:56,"Coneixeu quina és la situació actual dels mestres i professors a Andorra? La gran majoria són eventuals, és a dir, cada mes de juliol el ministeri decideix si un mestre o professor tindrà feina l'any següent. Aquesta decisió es basa en una nota atorgada pel centre i en una sèrie de mèrits, com ara titulacions, formacions, coneixements de llengües, entre d'altres. Això fa que molts docents hagin de mantenir una formació continuada per evitar perdre la seva feina. A més, quan arriben a l'aula es troben sovint jutjats i criticats per pares que esperen que sigui l'escola qui eduqui els seus fills i els lliuri perfectament formats a casa. Dignificar aquesta professió no passa només per un augment salarial, sinó per garantir una estabilitat laboral.",,,
DI20240916055100-16073326,DI20240916055100,LLUM ESTELAR,"9/17/2024, 3:12:52 AM",2024-09-17 03:12:52,El que queda clar és que tu no tens ni idea de com són els contractes a Educació! ,16065070,,
DI20240916055100-16067687,DI20240916055100,I tant,"9/16/2024, 10:11:23 AM",2024-09-16 10:11:23,"I tant home molt ven pagat i ells donant lo justet, si fos un 50/50que be aniriem ",16065070,,
DI20240916055100-16064252,DI20240916055100,Jordi,"9/16/2024, 4:26:48 AM",2024-09-16 04:26:48,"Veient el nivell dels comentaris, és evident que encara fan falta més mestres.",,,
DI20240916055100-16065967,DI20240916055100,Anna,"9/16/2024, 7:31:11 AM",2024-09-16 07:31:11,El teu tampoc es queda cuet... ,16064252,,
DI20240916055100-16064247,DI20240916055100,Ferran,"9/16/2024, 4:25:38 AM",2024-09-16 04:25:38,"A voler cobrar més en diem ""dignificar""? la neolengua ens tornarà bojos, temps al temps.",,,
DI20240916055100-16063707,DI20240916055100,Carlos,"9/16/2024, 3:01:15 AM",2024-09-16 03:01:15,8 dies de feina del curs 24-25 i ja estan plorant. Ningú us esta apuntant amb una pistola al cap. Es la professio que heu triat i quan vau entrar ja sabieu les condicions laborals. Aixin´s que andando i si no plegueu. ,,,
DI20240916055100-16066656,DI20240916055100,Observador,"9/16/2024, 8:35:32 AM",2024-09-16 08:35:32,16 dies de feina. Els professors es van incorporar el dia 2 de setembre.,16063707,,
DI20240916055100-16073339,DI20240916055100,LLUM ESTELAR,"9/17/2024, 3:14:05 AM",2024-09-17 03:14:05,jajajajaja... a la primera setmana de curs sense nens li diuen feina?... aneu a la privada i us explicaran com van les coses !,16066656,,
DI20240916055100-16066822,DI20240916055100,Dorami,"9/16/2024, 8:51:19 AM",2024-09-16 08:51:19,I n'hi ha que encara han de treballar durant el mes de juliol. ,16066656,,
DI20240916055100-16064861,DI20240916055100,Ciprià,"9/16/2024, 5:40:41 AM",2024-09-16 05:40:41,16 dies de feina després de les vacances d'agost i no he sentit cap company queixar-se per res del que diu l'article.,16063707,,
DI20240916055100-16063678,DI20240916055100,LuisM,"9/16/2024, 2:53:13 AM",2024-09-16 02:53:13,"Paso de pagar mas impuestos para que a mi hijo le coman la cabeza desde los 4 añitos con temas de sexualidad y supuesta igualdad de genero. Eso es confundir desde la mas tierna edad, cuando el cerebro no besta formado. Es repugnante y miserable. Si la escuela publica sigue adoctrinando segun el gobierno de turno, mejor que desaparezca a favor de la escuela privatizada, y que cada familia se pague la educación que quiere oara sus hijos. ",,,
DI20240916055100-16064190,DI20240916055100,Dembé,"9/16/2024, 4:16:59 AM",2024-09-16 04:16:59,"Després de llegir el teu comentari sembla que l'únic adoctrinat ets tu,També hi ha adults que com demostres... tampoc tenen el cervell format ",16063678,,
DI20240916055100-16065890,DI20240916055100,LLUISM,"9/16/2024, 7:24:18 AM",2024-09-16 07:24:18,"Criticas, ofendes, insultas i no das ningun argumento. Es evidente lo que defiendes. Mas te diré, en el sistema educacional andorrano ya pasa esto. ",16064190,,
DI20240916055100-16063543,DI20240916055100,ho sento molt pels profes,"9/16/2024, 2:25:36 AM",2024-09-16 02:25:36,"Nens que es porten de meravella, a l'escola han de tornar-se malparits per sobreviure.. i el problema és dels pares? qualsevol cosa que fan ho han de solucionar els nens entre ells, els profes passen de tot encara que la solució només pugui ser exercida per un adult, menys responsabilitat i volen més calers? ",,,
DI20240916055100-16069157,DI20240916055100,Pilotes fora!!,"9/16/2024, 12:48:04 PM",2024-09-16 12:48:04,Unaltre pare que no fa la seva feina! Els professionals,16063543,,
DI20240916055100-16063406,DI20240916055100,Al Capone,"9/16/2024, 1:54:45 AM",2024-09-16 01:54:45,És al·lucinant el nivell dels comentaris.....potser que utilitzeu el cervell abans d'escriure perquè déu n'hi do...,,,
DI20240916055100-16064210,DI20240916055100,lol,"9/16/2024, 4:21:07 AM",2024-09-16 04:21:07,No demanis peres al pomer...,16063406,,
DI20240916055100-16063332,DI20240916055100,Andorrà crític,"9/16/2024, 1:35:34 AM",2024-09-16 01:35:34,"El funcionariat és un col·lectiu que només demana drets i mai assumeix deures. Parlem del nivell a les aules? Per millorar les condicions de treball (que ja de per sí, són privilegiades) cal millorar la feina que fas. Com es nota que no han treballat al sector privat . . .",,,
DI20240916055100-16062802,DI20240916055100,Hola :),"9/15/2024, 11:24:01 PM",2024-09-15 23:24:01,"Hauriem d'implementar un sistema similar a l'empresa privada. Els incentius son claus. Tot professor ha de tenir la mateixa base, però aquell que faci una millor feina se l'ha de remunerar per sobre. La bona feina depen de key metrics que s'hauran de definir a priori. ",,,
DI20240916055100-16062776,DI20240916055100,Josep,"9/15/2024, 11:17:31 PM",2024-09-15 23:17:31,"Funcionaris, parafuncionaris i neofuncionaris, degut a les característiques del pais, no haurien de tenir dret a vot,. Ja veuries com s'acaba el cuento i la festa!.",,,
DI20240916055100-16071379,DI20240916055100,Jordi,"9/16/2024, 6:43:38 PM",2024-09-16 18:43:38,"Ni els empresaria que tenen contractes amb l’administració pública, ni els empresaris que es beneficien de les subvencions públiques (com hotelers i comerçants que no paguen el cost de circs i esdeveniments per promoure comerç), et sembla?",16062776,,
DI20240916055100-16062765,DI20240916055100,Rafa,"9/15/2024, 11:14:09 PM",2024-09-15 23:14:09,"Aquests cada any ploren, enreden a la gente perque els hi donin suport i després ells no donen a ningú, tant sols volen llocs de polítics.",,,
DI20240916055100-16063390,DI20240916055100,Dorami,"9/16/2024, 1:48:36 AM",2024-09-16 01:48:36,"Doncs a mi si que em van donar suport alguns professors quan estava travessant una situació de dol. Me’n van donar més que els serveis de salut mental, que es van limitar a marcar-me consulta amb una psiquiatra que em va receptar fluoxetina. ",16062765,,
DI20240916055100-16063336,DI20240916055100,Tortuga Ninja,"9/16/2024, 1:36:30 AM",2024-09-16 01:36:30,"Ara et dono algo, Rafa. Confons docents amb ONGs, amic. Per cert, diria que has de visitar un docent.",16062765,,
DI20240916055100-16062695,DI20240916055100,Més calers,"9/15/2024, 10:57:44 PM",2024-09-15 22:57:44,Jo també vull dignificar la meva professió  pujeu-me el sou !!!,,,
DI20240916055100-16063231,DI20240916055100,Observador,"9/16/2024, 1:14:04 AM",2024-09-16 01:14:04,"Enlloc de queixar-te per aquí llençant merda contra els docents, hauries de parlar amb el teu cap, no et sembla?",16062695,,
