comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes
DI20240912061000-16025074,DI20240912061000,Jordi,"9/11/2024, 10:42:06 PM",2024-09-11 22:42:06,"Això ho es talla d'arrel o d'aquí un temps serà impossible d'eradicar. Mà dura contra els proxenetes, aquests i els d'onlyfans.",,,
DI20240912061000-16025062,DI20240912061000,Vaja vaja,"9/11/2024, 10:39:47 PM",2024-09-11 22:39:47,Quines coses passen al país no? jo diria que tot-hom són uns santes.,,,
DI20240912061000-16025052,DI20240912061000,I.......espera,"9/11/2024, 10:37:21 PM",2024-09-11 22:37:21,Surten com bolets,,,
DI20240912061000-16024996,DI20240912061000,Tots al tu tries,"9/11/2024, 10:22:47 PM",2024-09-11 22:22:47,"Els fateu twnir que conduir fins la seu? No home no, que aquests problemes no tenen arreglo, l'unic que es pot fer es regular i protegir a les persones que fan aixo",,,
DI20240912061000-16024956,DI20240912061000,Lol,"9/11/2024, 10:11:40 PM",2024-09-11 22:11:40,"No me preocupa la prostituci.., tampoco me hacen daño o es una amenaza para mí existencia. Me preocupa más ir por la noche y ver cada día más drogados que antes y gente armada con cuchillo o noticias de que fulanito ha atacado con cuchillo a su mujer. Ahí hay peligro y son cada vez más los que vienen.",,,
DI20240912061000-16025088,DI20240912061000,Pau sense vot,"9/11/2024, 10:46:21 PM",2024-09-11 22:46:21,"No surtis a la nit, i aprofita per a estudiar català,  neng.",16024956,,
DI20240912061000-16024953,DI20240912061000,Pesats amb el tema,"9/11/2024, 10:10:48 PM",2024-09-11 22:10:48,"No hi ha res a fer, deixeu viure a la gent tranquila que no fan res, dediqueu-vos a investigar la corrupció governamental....",,,
DI20240912061000-16024916,DI20240912061000,OnlyFans,"9/11/2024, 9:59:35 PM",2024-09-11 21:59:35,"Entre narcopisos, pisos patera, pisos de meuques, i proxenetes legals he il·legals se us acumularà la feina.",,,
DI20240912061000-16024901,DI20240912061000,solucio problemes habitat,"9/11/2024, 9:56:45 PM",2024-09-11 21:56:45,Ma dura!!!!,,,
DI20240912061000-16025173,DI20240912061000,...,"9/11/2024, 11:07:20 PM",2024-09-11 23:07:20,Lo que está dur es una altra cosa 🤣,16024901,,
DI20240909052800-15995944,DI20240909052800,Kiko,"9/9/2024, 4:59:22 AM",2024-09-09 04:59:22,"Pero de que es queixen, si tenim botjos a qualsevol edifici...",,,
DI20240909052800-15995538,DI20240909052800,Anti-globalista,"9/9/2024, 4:03:28 AM",2024-09-09 04:03:28,"He de reconèixer que fruit de la meva ignorància he criticat aquest govern però ara que entenc les maniobres he de dir que són uns genis i uns visionaris, em trec el barret! Els ignorants hem cregut que estan trinxant el país però en realitat el que estan fent és crear unes condicions ‘incomodes’ perquè la gent marxi i baixin els preus dels pisos! Una genis! La massificació d’Andorra persegueix l’objectiu de que la gent se’n cansi, marxi i baixi la demanda de pisos, ergo, els preus. Col.locar centres i serveis ‘poc desitjables’ prop d’alguns habitatges també perseguiria la depreciació de l’immoble i fer-lo més assequible. I aquí és on entra l’acord d’associacio amb la UE! Vindran més immigrants il·legals, cert, però la ravalització-Saintdenisació d’Andorra permetrà que el preu dels lloguers dels pisos baixi fins als 100-200 Euros! Una possible idea seria obrir un cementiri nuclear a la Vall de Perfita i llavors sí que ens assegurariem de que els preus dels pisos no pugen mai més! Chapeau!",,,
DI20240909052800-15995102,DI20240909052800,Grandalla,"9/9/2024, 2:45:26 AM",2024-09-09 02:45:26,"Aixo pinta que mes aviat tenen por de que es devalui el preu del pis.. perk si no, no he vist en larticle que donin cap argument ",,,
DI20240909052800-15997507,DI20240909052800,Eric,"9/9/2024, 7:18:26 AM",2024-09-09 07:18:26,"Abans de parlar, millor vigili que no li dupliquin el preu del lloguer de casa seva",15995102,,
DI20240909052800-16004202,DI20240909052800,Grandalla,"9/9/2024, 8:59:27 PM",2024-09-09 20:59:27,Vostè dona per fet que visco de lloguer. El que continuo sense ceure son arguments..,15997507,,
DI20240909052800-15994189,DI20240909052800,Eric,"9/8/2024, 11:36:35 PM",2024-09-08 23:36:35,"Trobo inadmissible la falta de transparència envers 24 famílies que viuen en aquest edifici, i que es pretengui donar solucions un cop l'obra ja està adjudicada. El centre de salut mental és una necessitat per Andorra... però en dependències hospitalàries! ",,,
DI20240909052800-15994942,DI20240909052800,LA LLEI DEL EMBUT,"9/9/2024, 2:16:54 AM",2024-09-09 02:16:54,"Això es una dictadura noi ,a tragar i a callar",15994189,,
DI20240909052800-15994058,DI20240909052800,Fashion slave,"9/8/2024, 10:58:41 PM",2024-09-08 22:58:41,Ha d'anar a algun dels locals de l'antiga Seu de la Justícia al costat del Parc Central. ,,,
DI20240909052800-15993891,DI20240909052800,roser,"9/8/2024, 10:10:18 PM",2024-09-08 22:10:18,amb lo que costa el lloger es podria fer un centre i amb els anys ja estaria amortizat,,,
DI20240904120100-15934299,DI20240904120100,una mica de seny,"9/4/2024, 9:41:57 AM",2024-09-04 09:41:57,I que han fet amb els mobles que hi havia ?,,,
DI20240904120100-15932875,DI20240904120100,Parassits,"9/4/2024, 7:22:13 AM",2024-09-04 07:22:13,"Mai en tenen prou, els volen de lloguer regalat amb mobles de disseny i minyona, millor aneu a un altre país, la nostra economia de país us ho agrairà.",,,
DI20240904120100-15931132,DI20240904120100,andorrà,"9/4/2024, 4:48:34 AM",2024-09-04 04:48:34,"si aquests son els preus assequibles del pas no m'imagino els d'andorra, algú m'explica si la diferència serà gaire gran respecte al valor de mercat, perquè no em dona la sensació",,,
DI20240904120100-15931665,DI20240904120100,xd,"9/4/2024, 5:42:56 AM",2024-09-04 05:42:56,"Doncs de 800 a 2500, 3500 o 4000 si que hi ha diferència...no et dona la sensació?",15931132,,
DI20240904120100-15932158,DI20240904120100,Regalat,"9/4/2024, 6:24:38 AM",2024-09-04 06:24:38,Dons que volen?  Jo tinc de lloguer una hab a escald3s vell a 1050€ i he comprat tot i estic sol,15931665,,
DI20240904120100-15945332,DI20240904120100,And,"9/5/2024, 10:38:16 AM",2024-09-05 10:38:16,A ti tambien te estan asaltando....,15932158,,
DI20240904120100-15930964,DI20240904120100,La pela és la pela,"9/4/2024, 4:27:46 AM",2024-09-04 04:27:46,Aquests són els pisos de preu assequible? 800 euros en el Pas de la Casa i sense moblar?,,,
DI20240903060700-15920322,DI20240903060700,El que no es paga,"9/3/2024, 1:44:49 AM",2024-09-03 01:44:49,El que no es paga no es  respecta. El bus ha de deixar de ser gratuït. Que l'usuari pagui almenys una part. ,,,
DI20240903060700-15921277,DI20240903060700,Pep,"9/3/2024, 4:32:48 AM",2024-09-03 04:32:48,Totalment d'acord. No es justifica aquesta gratuitat en absolut.,15920322,,
DI20240903060700-15920070,DI20240903060700,Josep,"9/3/2024, 1:04:05 AM",2024-09-03 01:04:05,Especuladors i carronyers ens volen amb transport segregat i cap cot.,,,
DI20240903060700-15919402,DI20240903060700,Cost zero,"9/2/2024, 10:39:50 PM",2024-09-02 22:39:50,"Com pujar a l'autobús i no morir en l'intent...., a cada problema hi poseu un pegat, i al final petarà tot.",,,
DI20240903060700-15919191,DI20240903060700,Decepció,"9/2/2024, 9:33:02 PM",2024-09-02 21:33:02,Hem de posar bon transport perque la gent pugui anar als.pisos que govern robara als seus propietaris,,,
DI20240902054300-15911224,DI20240902054300,jubilats,"9/2/2024, 2:40:00 AM",2024-09-02 02:40:00,Que siguin pisos per a la gent gran que amb la pensió que cobren no poden ni pagar un lloguer,,,
DI20240902054300-15910049,DI20240902054300,Gaudeamus…,"9/1/2024, 10:20:10 PM",2024-09-01 22:20:10,"L’ús parcial com a residència per a universitaris estrangers està lligat a l’existència d’ensenyament presencial i a la validació internacional dels títols concedits per l’estat andorrà, títols  que han de gaudir d’un prestigi mínim. El més calent està a l’aigüera, per no dir que hi ha molt conte de la lletera pel mig.",,,
DI20240902054300-15910493,DI20240902054300,Plega veles,"9/1/2024, 11:59:24 PM",2024-09-01 23:59:24,Ni convalidació d'assignatures ni títols reconeguts un desastre d'ensenyament,15910049,,
DI20240901060100-15908148,DI20240901060100,Pepe,"9/1/2024, 2:46:47 PM",2024-09-01 14:46:47,"Titular tendenciós i mala llet, ""per guanyar seguretat"" ..... Quins collons.... A on està la prevenció de seguretat!?!?.... Ara ho arreglen ràpid per no donar pistes.... Desgraciats tots plegats, espero que els hi caigui tot el pes de la justícia de la negligència expressament premeditat.....",,,
DI20240901060100-15908121,DI20240901060100,Niké,"9/1/2024, 2:42:41 PM",2024-09-01 14:42:41,"Malauradament les obres d’Andorra no compleixen les normes de seguretat més bàsiques. Invasió de calçada sense avisos previs, falta de passadís segur pels vianants. Ferros sortint on es fa que no son aïllats amb un plàstic. Falta de visibilitat pel conductor i el vianant.",,,
DI20240901060100-15913346,DI20240901060100,Ferran,"9/2/2024, 7:03:53 AM",2024-09-02 07:03:53,Millor no és pot dir,15908121,,
DI20240901060100-15904538,DI20240901060100,Sofia,"9/1/2024, 7:51:33 AM",2024-09-01 07:51:33,"Las negligencias se llevan vidas y en este caso se han llevado por delante a una chica excepcional, bellísima persona, madre de dos niños pequeños y deja a un marido roto y una familia destrozada..El dolor es inmenso! Y espero que los responsables paguen por todo el dolor causado! Descanse en paz Irene.",,,
DI20240901060100-15902082,DI20240901060100,Ramon,"9/1/2024, 2:31:58 AM",2024-09-01 02:31:58,"A Encamp devant de la Flor de Neu, passar el mateix un pas de vianants amb semafor, per amb uns tancats per escombreries, que fa que els conductors no et vegin fins que estiguis al mig del pas, tens que treure el cap poc a poc tot i esta verd, per vigilar que els vehicles estiguin parats i no es saltin el semafor en vermell, doncs si surts sense mira, no et veu ningú.",,,
DI20240901060100-15901977,DI20240901060100,Chupi-acollonut,"9/1/2024, 2:13:47 AM",2024-09-01 02:13:47,Tot fet a l'Andorrana!!! Tot el meu condol a família i amics .....,,,
DI20240901060100-15901524,DI20240901060100,Salvador Vaz,"9/1/2024, 1:02:51 AM",2024-09-01 01:02:51,Lamento la perdida de la señora! + Uno atropello por la mala visibilidade si las normas fueran como la Unión europea  estacionamiento prohibido 5 metros avanc i 5metros despres del pasaje de pietones ! ,,,
DI20240901060100-15901334,DI20240901060100,Miquel,"9/1/2024, 12:35:48 AM",2024-09-01 00:35:48,"Acabarem normalitzant els atropellaments mortals, temps al temps.",,,
DI20240901060100-15903614,DI20240901060100,Per Miquel de Vox,"9/1/2024, 6:16:27 AM",2024-09-01 06:16:27,"Acabarem normalitzant que les ocupacions de calçada per obres impideixen la visió, temps al temps",15901334,,
DI20240901060100-15901302,DI20240901060100,Pepo,"9/1/2024, 12:30:05 AM",2024-09-01 00:30:05,DEP...,,,
DI20240901060100-15901057,DI20240901060100,Ciutadana,"8/31/2024, 11:41:11 PM",2024-08-31 23:41:11,Ha de passar algo per que us adoneu que aquell tram no és segur ??? Es molt trist.,,,
DI20240901060100-15900877,DI20240901060100,Dani,"8/31/2024, 10:48:11 PM",2024-08-31 22:48:11,"Si retireu les tanques és que són directament responsables del sinistre, no cal que investigueu més.",,,
DI20240901060100-15903841,DI20240901060100,fiscalia,"9/1/2024, 6:47:12 AM",2024-09-01 06:47:12,Exacte. A que espera la fiscalia per imputar al responsable del muntatge de la tanca de fusta?,15900877,,
DI20240901060100-15901001,DI20240901060100,Vei,"8/31/2024, 11:24:41 PM",2024-08-31 23:24:41,"Totalment d'acord, l'estudi de seguretat s'hagués tingut de fer abans del muntatge.",15900877,,
DI20240830055000-15882870,DI20240830055000,Josep,"8/30/2024, 3:20:37 AM",2024-08-30 03:20:37,Alteraciones de la via y de las lagrimales de los hsters comentaristas de la noticia!!!!!!,,,
DI20240830055000-15881964,DI20240830055000,Laurediana,"8/30/2024, 12:39:45 AM",2024-08-30 00:39:45,Hi haurà uns merders!🙈,,,
DI20240830055000-15881572,DI20240830055000,Xavier,"8/29/2024, 11:12:03 PM",2024-08-29 23:12:03,"Es lo que té rehabilitar un edifici fora d'ordenació per alineacions de vial. Ni més ni menys que el vial de la Carretera General 1. De passar a l'obligació d'enderroc al propietari, a rehabilitar-lo amb diners públics. Aberrant.",,,
DI20240830055000-15883195,DI20240830055000,nanai,"8/30/2024, 4:03:51 AM",2024-08-30 04:03:51,No estàs molt al dia. No hi ha cap obligació d'enderroc si fas una reforma interna. Si volguessin tirar-ho tot a terra per aixecar-ho de nou és quan no podrien...,15881572,,
DI20240830055000-15881516,DI20240830055000,Lluís,"8/29/2024, 10:59:59 PM",2024-08-29 22:59:59,En plena operació tornada. Vinga a incrementar caos i col.lapses. ,,,
DI20240830055000-15881387,DI20240830055000,Quins pebrots,"8/29/2024, 10:18:38 PM",2024-08-29 22:18:38,Ho paguem a pre d’or,,,
DI20240830055000-15886026,DI20240830055000,Pues eso,"8/30/2024, 8:59:55 AM",2024-08-30 08:59:55,...ya están adjudicados ;),15881387,,
DI20240829113300-15881403,DI20240829113300,Feia falta?,"8/29/2024, 10:25:10 PM",2024-08-29 22:25:10,Serà divertit de veure les cues al crear un embut nou.,,,
DI20240829113300-15876297,DI20240829113300,Estem tots locos,"8/29/2024, 10:51:07 AM",2024-08-29 10:51:07,"El Pas de Vinants, NO POT ESTAR PEGAT A UNA PARED QUE IMPEDEIX LA VISIBILITAT de pujada. ",,,
DI20240829113300-15877899,DI20240829113300,Aixovallenc,"8/29/2024, 1:33:11 PM",2024-08-29 13:33:11,Em sembla que hi ha un semàfor. En principi tothom l'ha de respectar tant els vianants com els cotxes,15876297,,
DI20240829061100-15876878,DI20240829061100,Josep,"8/29/2024, 11:43:10 AM",2024-08-29 11:43:10,No s'hauria de permetre aquesta pràctica. ,,,
DI20240829061100-15875572,DI20240829061100,Montse,"8/29/2024, 9:37:21 AM",2024-08-29 09:37:21,Doncs si. Jo penso que son part de la solució.,,,
DI20240829061100-15877009,DI20240829061100,Hipocresia/Candidesa,"8/29/2024, 11:56:52 AM",2024-08-29 11:56:52,No resols el problema dels diners nacionalitzant la banca o els elevats preus de l'alimentació prohibint els preus de lliure mercat.,15875572,,
DI20240829061100-15878385,DI20240829061100,GG,"8/29/2024, 2:30:27 PM",2024-08-29 14:30:27,O us poseu d'acord els petits propietaris i compreu pisos en un mateix bloc fins omplir. Easy. ,15877009,,
DI20240829061100-15870843,DI20240829061100,No a la llei omnibus,"8/29/2024, 1:35:58 AM",2024-08-29 01:35:58,467 compravendes especulatives,,,
DI20240829061100-15870530,DI20240829061100,Ministeri de Propaganda,"8/29/2024, 12:53:15 AM",2024-08-29 00:53:15,"Justificar en aquests 29 expedients la nacionalització de pisos pertanyentsen gran mesura a la classe mitjana, i ni esmentar que la majoria de les construccions en marxa són d'habitatges de luxe o superluxe inaccessibles a la majoria, indica a quins comptes corrents pertany la línia editorial.",,,
DI20240829055700-15877773,DI20240829055700,Especulació,"8/29/2024, 1:20:46 PM",2024-08-29 13:20:46,Quin desastre😔,,,
DI20240829055700-15874287,DI20240829055700,Bernat,"8/29/2024, 7:37:00 AM",2024-08-29 07:37:00,"Hi ha gent que voreja els 40 anys que ha hagut d'anar a fora a estudiar, que ha treballat per viure i pagar-se els estudis, que ha tornat a Andorra perquè és casa seva i que veuen com els serà completament impossible poder-se comprar un habitatge. Estar vivint en lloguers que estan al límit provoca, a banda d'haver de compartir pis (ja sigui amb parella o amb companys de pis) no tenir l'opció d'estalviar i sense estalvi no hi ha possibilitat de compra. Estem parlant de gent que no serà capaç de comprar un pis i que, a més, viuen amb la por de no poder fer front al lloguer i haver de marxar del país. Ja no parlem dels que estan per sota d'aquesta franja d'edat que, a hores d'ara, no tenen cap opció real d'adquirir un habitatge si les coses no canvien.",,,
DI20240829055700-15882708,DI20240829055700,Manel,"8/30/2024, 2:48:34 AM",2024-08-30 02:48:34,Fora pobres,15874287,,
DI20240829055700-15877270,DI20240829055700,No hi ha excusa,"8/29/2024, 12:25:55 PM",2024-08-29 12:25:55,"Hi han qie han fet ho que tu dius. Que tenen 40 anys, s'han espabilat i tenen 15 pisos",15874287,,
DI20240829055700-15878789,DI20240829055700,Pelbabaudetornquete15piso,"8/29/2024, 3:16:58 PM",2024-08-29 15:16:58,"I tu deus ser un d'ells. Qui t'ha pagat els estudis? ESADE, IQS,IESE ? ",15877270,,
DI20240829055700-15871149,DI20240829055700,Miquel,"8/29/2024, 2:11:30 AM",2024-08-29 02:11:30,Tinc una pregunta pels comentaristes. Penseu que és bon moment per comprar un pis? O penseu que la bombolla està a punt de petar i és millor vendre immobles? Com ho veieu?,,,
DI20240829055700-15872553,DI20240829055700,Comentarista,"8/29/2024, 5:12:49 AM",2024-08-29 05:12:49,Quan abans compris millor,15871149,,
DI20240829055700-15875558,DI20240829055700,toni,"8/29/2024, 9:35:58 AM",2024-08-29 09:35:58,Doncs jo penso el mateix que tu...tot i uqe m'encantaria que t'equivoquessis per a poder comprar a bon preu. Que hi farem !! I no cal ser especulador...,15872553,,
DI20240829055700-15871288,DI20240829055700,A l'infern,"8/29/2024, 2:28:08 AM",2024-08-29 02:28:08,"Ah vale, ets un especulador? Vade retro Satanás!",15871149,,
DI20240829055700-15875570,DI20240829055700,toni,"8/29/2024, 9:37:12 AM",2024-08-29 09:37:12,"Company, no es questió d'especular. Tu pots invertir en una empresa, en accions de l'Ibex, en Apple o et pots comprar un pis...esperant que en un futur valgui més, et doni un rendiment, o simplement per a no haver de pagar un lloguer... no cal criminalitzar....",15871288,,
DI20240829055700-15871064,DI20240829055700,Escaldenc insubmís,"8/29/2024, 2:01:49 AM",2024-08-29 02:01:49,"Es vol criminalitzar la especulació, quan és la mare i fonament del comerç lícit. Quan els ciutadans d'un país esperen que papa Estat els hi resolgui un problema, malament anem! És clar que s'ha d'ajudar a qui no pugui seguir (estudiant i valorant de forma primmirada, les circumstàncies), però no en detriment de qui s'ha espabilat, posant en risc, fins i tot, el seu patrimoni. D'això alguns en diuen especulació i la criminalitzen. Per mi aquesta actutud nomès té un nom: Enveja.",,,
DI20240829055700-15872160,DI20240829055700,Carles,"8/29/2024, 4:22:05 AM",2024-08-29 04:22:05,T' haurien de liberalitzat tmb l'aigua i fos comprada per els UAE...et fiquessin preu lliure no tinguessis ni per beure... Ho barrejeu tot,15871064,,
DI20240829055700-15871244,DI20240829055700,Alex,"8/29/2024, 2:22:41 AM",2024-08-29 02:22:41,La vivenda es un dret fonamental. Pots especular amb milers de coses més,15871064,,
DI20240829055700-15872566,DI20240829055700,Especulador,"8/29/2024, 5:14:03 AM",2024-08-29 05:14:03,Amb el menjar,15871244,,
DI20240829055700-15871725,DI20240829055700,Blackrock NYC,"8/29/2024, 3:30:31 AM",2024-08-29 03:30:31,I la vols regalada la vivenda? Aixeca´t del sofà i penca noi!,15871244,,
DI20240829055700-15871503,DI20240829055700,Fora especuladors,"8/29/2024, 2:56:07 AM",2024-08-29 02:56:07,"Deixa'ls, no ho entenen, nomès tenen diners, el dia que els pelin per un rellotge o els hi entrin a casa a robar amb la família a dins, ja veurem que diuen. A cada porc...",15871244,,
DI20240829055700-15871681,DI20240829055700,Escaldenc insubmís,"8/29/2024, 3:24:20 AM",2024-08-29 03:24:20,"Si vols venir i entrar-hi tu, doncs vine armat!",15871503,,
DI20240829055700-15871649,DI20240829055700,Escaldenc insubmís,"8/29/2024, 3:19:07 AM",2024-08-29 03:19:07,Porc(a) TPM,15871503,,
DI20240829055700-15870911,DI20240829055700,Habitatges dignes de qué,"8/29/2024, 1:43:04 AM",2024-08-29 01:43:04,"Aquests cridaners d’HABITATGES DIGNES, quasi tots de fora i que volen viure de gorra en pisos del Principat, hauran d’esperar torn per anar a viure a un pis “social “ de govern. En el mon immobiliari nornal i real , creat amb l’esforç i estalvis de les famílies, no hi teniu cabuda. Per ara i per la Constitució la propietat privada a Andorra es farà respectar agradi o no a aquesta colla d’OKUPAS en potència que si poguessin farien com fan a Espanya els col-legues escaladors d’edificis per instal-lar-se gratuïtament als pisos que diuen estan buits. ",,,
DI20240829055700-15870680,DI20240829055700,Escolà,"8/29/2024, 1:17:03 AM",2024-08-29 01:17:03,Espot és l'aprenent de Sánchez.,,,
DI20240829055700-15879701,DI20240829055700,Indignat amb DA,"8/29/2024, 5:22:39 PM",2024-08-29 17:22:39,Totalment d acord! ,15870680,,
DI20240829055700-15870626,DI20240829055700,D’especulatiu res,"8/29/2024, 1:08:35 AM",2024-08-29 01:08:35,Ara resulta que comprar i vendre amb un diferencial que es el benefici es especulatiu. Realment  aquest periodisme sensacionalista es de pena. ,,,
DI20240829055700-15879711,DI20240829055700,SOCIALISME = MISÈRIA,"8/29/2024, 5:23:48 PM",2024-08-29 17:23:48,Increíble com estem … ,15870626,,
DI20240829055700-15871168,DI20240829055700,Llest!,"8/29/2024, 2:13:45 AM",2024-08-29 02:13:45,Especulació,15870626,,
DI20240829055700-15871129,DI20240829055700,Joan,"8/29/2024, 2:08:49 AM",2024-08-29 02:08:49,"Exacte, és la definició d'especulació. Sinó que et penses que és l'especulació immobiliària?",15870626,,
DI20240829055700-15872800,DI20240829055700,jaja,"8/29/2024, 5:34:06 AM",2024-08-29 05:34:06,Llavors el comerç de tota la vida des de l'antiguitat també és especulació. Compres mercaderia per vendre-la i guanyar...on estariem sense comerç? en una utopia d'anarquía i comunista xD,15871129,,
DI20240829055700-15870574,DI20240829055700,Generació woke,"8/29/2024, 1:01:48 AM",2024-08-29 01:01:48,"I on és el problema? Cadascú fa el que vol amb els seus diners, és una inversió de risc, si paguen els impostos no sé el motiu de tanta queixa.",,,
DI20240829055700-15870554,DI20240829055700,HABITATGES DIGNES,"8/29/2024, 12:56:46 AM",2024-08-29 00:56:46,Això vol dir que els especuladors continuen inflant la bombolla i no els importa pagar les taxes de plusvàlues més altes.,,,
DI20240829055700-15869992,DI20240829055700,MADE IN AND,"8/28/2024, 11:14:07 PM",2024-08-28 23:14:07,"Especulatiu i tot avalat per govern, carai que be!!  ",,,
DI20240829055700-15869799,DI20240829055700,No anem be,"8/28/2024, 10:30:04 PM",2024-08-28 22:30:04,Especulatiu i assessiquible,,,
DI20240829055700-15869788,DI20240829055700,Da forever,"8/28/2024, 10:27:54 PM",2024-08-28 22:27:54,Res a dsifrutar de lo votat !,,,
DI20240829055700-15869598,DI20240829055700,Andorra 2040,"8/28/2024, 9:27:06 PM",2024-08-28 21:27:06,"Perfecte, Govern ha cobrat impostos per tota la comunitat. ",,,
DI20240829055700-15869888,DI20240829055700,Coherència ...,"8/28/2024, 10:52:06 PM",2024-08-28 22:52:06,"""Pan para hoy y hambre para mañana"". ",15869598,,
DI20240829055700-15870226,DI20240829055700,Comerç,"8/28/2024, 11:59:54 PM",2024-08-28 23:59:54,El pa de dema s ha de guanyar,15869888,,
DI20240829055700-15871470,DI20240829055700,Fora especuladors,"8/29/2024, 2:52:14 AM",2024-08-29 02:52:14,Ets tan pobre que nomès deus tenir diners.,15870226,,
DI20240829055700-15872706,DI20240829055700,Ciutada,"8/29/2024, 5:26:07 AM",2024-08-29 05:26:07,Noi,15871470,,
DI20240829055700-15872633,DI20240829055700,Especulador,"8/29/2024, 5:19:58 AM",2024-08-29 05:19:58,Soc un pobre que no demana res a ningu,15871470,,
DI20240829055700-15873462,DI20240829055700,what,"8/29/2024, 6:29:03 AM",2024-08-29 06:29:03,No és el que em llegit en el teu altre comentari. Busca ajuda psico...,15872633,,
DI20240828060700-15867767,DI20240828060700,Prat,"8/28/2024, 3:07:29 PM",2024-08-28 15:07:29,Jordi Batlle for President …..!!!!,,,
DI20240828060700-15866503,DI20240828060700,Una laurediana,"8/28/2024, 12:23:18 PM",2024-08-28 12:23:18,"Tant de bò tinguéssim a Sant Julià equips de Comú que s'estimessin el poble i que pensessin bè com i en què inverteixen els diners ( de moment s'en han llençat molts... En places inútils, pantalles turístiques q ni funcionen, sous innecessaris, activitatsper joves molt cares si mal pensades.....) Gent professional i especialitzada en l àmbit q s ha de tractar per fer projectes ben pensats! Sr. Jordi Batlle tant de bò l escoltin!!!  A la gent gran ja s els hi va treure la Plaça Lauredia per posar los dos bancs, amb una vorera ampla i CAP lavabo... Esperem que no els marginen al costat del cementiri. Seny amb els diners públics sisplau! Gràcies per explicar ho tant bé! ",,,
DI20240828060700-15861416,DI20240828060700,Un bon amic.,"8/28/2024, 3:52:32 AM",2024-08-28 03:52:32,"Quin bon candidat a cònsol major no hauria estat el signant de l’article! Amb un comitè local del PS completament renovat, quin bon candidat a cònsol no pot ser el Jordi Batlle!, superada alguna que altra crisi de caràcter ideològic i existencial que tots  tenim, inclús, diuen, els sants.",,,
DI20240828060700-15860728,DI20240828060700,Santiago Pijuan,"8/28/2024, 1:35:06 AM",2024-08-28 01:35:06,Subscric totalment l’article. Penso exactament el mateix.,,,
DI20240828060700-15861214,DI20240828060700,Laurediana,"8/28/2024, 3:18:06 AM",2024-08-28 03:18:06,"Santi, molt ben dit. Pel que fa  a la residència universitària, va ser un veritable conte de la lletera del cònsol Majoral i de l’exrector de la universitat; estudis presencials amb estudiants estrangers i títols plenament reconeguts  fora  d’Andorra, això està més que verd.",15860728,,
DI20240828060700-15860382,DI20240828060700,Enriqueta,"8/28/2024, 12:14:13 AM",2024-08-28 00:14:13,Heu dit alt i per a la lectura de tots el que molts lauredians o lauredianes pensem  . No serà fàcil pq totes les propostes ja efectuades ( en època de l'anterior comú  ) de canviar d'ubicació han estat no escoltades o fallides.,,,
DI20240828060700-15860045,DI20240828060700,Raonat I raonable,"8/27/2024, 10:59:16 PM",2024-08-27 22:59:16,Raonat i raonable.,,,
DI20240828055100-15866536,DI20240828055100,Lladres de da,"8/28/2024, 12:27:31 PM",2024-08-28 12:27:31,"Exacte. Es busca acavar amb la classe mitja i fer que tothom acavi sent mileurista. X aixo volen prphibir els pisos turistics en edificis de menys del 30 pero no en mes del 50, es perque la genr que te un piset per complementar el seu sou i aoxo deixar de ser mil eurista el perdi pero que els que tenen els edificis sensers o mig edificis (les families que governan) no en perdin cap i haberse eliminat la competencia i pujar els preus. Tota la vida tot ha sigut aixi. I np he vist pas a ningu defensar a la gent que te un piset turistic argumentant que li prwnguin la meitat al que en te 50 encomptes del que en te 1, sense adonarvos els que aneu de socialistes aneu contra el poble enfavor dels lobbies. Os estan manipulant. La realitat es que no es vol que la gent guanyi 2000 o 3000 euros. Volen que treballem per ells a 1500. I tots els d'esquerres, poble i politics ho esteu defensant. Hauriwu de prohibir que la gent amb mes de 10 pisos turistics els fes turistics o pendralis la meitat de les llicencies, pero a ells ela hi poseu un puntet a la llei xk s'escapin de la expropiacio contra la gebt que ha estalviat 30 anys x tenir un sobresou sempre cumplint la llei",,,
DI20240828055100-15864669,DI20240828055100,MUNDO DESCONOCIDO,"8/28/2024, 9:20:42 AM",2024-08-28 09:20:42,"El govern vol aprovar una llei que perjudica als propietaris i encara hi ha gent que diu que aquesta llei s'ha fet per protegir als propietaris (deuen ser seguidors de Mundo Desconocido). L'enveja i l'odi d'aquest pais no tenen límits. Jo faria un test psicológic i la gent que presenti símptomes d'enveja, els hi aplicaria tot el pes de la llei a ells. Així no es podríen queixar de cap tipus de discriminació.",,,
DI20240828055100-15862692,DI20240828055100,Nostrum,"8/28/2024, 6:22:10 AM",2024-08-28 06:22:10,"Aquesta llei ataca als petits tenidors per protegir als grans patrimonis familiars, que són els que en realitat controlen el mercat de lloguer. És un nyap mal engendrat.",,,
DI20240828055100-15862153,DI20240828055100,Tranquils,"8/28/2024, 5:21:40 AM",2024-08-28 05:21:40,"TOTS TRANQUILS, QUE DINGÚ JA CONSTRUEIX EDIFICIS PER LLOGAR. QUE OMPLIN ANDORRA DE PISOS SOCIALS QUE AIXÓ VEN BÉ L’ELECTORALISME.",,,
