index,comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes,article_type,topic,article_title,input_text
822,DI20240908171000-15987267,DI20240908171000,Que bé!!,"9/8/2024, 8:07:44 AM",2024-09-08 08:07:44,Quin gran descans eh!!!,,,,article,UE,Espot anuncia 'dos o tres' edificis més de lloguer assequible a les parròquies centrals,[ARTICLE TITLE] Espot anuncia 'dos o tres' edificis més de lloguer assequible a les parròquies centrals Quin gran descans eh!!!
823,DI20240908171000-15987153,DI20240908171000,Abril,"9/8/2024, 7:53:59 AM",2024-09-08 07:53:59,"Pujada sou 30 percent o 40 percent sou base , dia a dia sea disparat Sr mentire",,,,article,UE,Espot anuncia 'dos o tres' edificis més de lloguer assequible a les parròquies centrals,"[ARTICLE TITLE] Espot anuncia 'dos o tres' edificis més de lloguer assequible a les parròquies centrals Pujada sou 30 percent o 40 percent sou base , dia a dia sea disparat Sr mentire"
824,DI20240908171000-15987826,DI20240908171000,Si hoooome….!,"9/8/2024, 9:22:44 AM",2024-09-08 09:22:44,"Suposo que per la teva cara maca, no?",15987153,,,article,UE,Espot anuncia 'dos o tres' edificis més de lloguer assequible a les parròquies centrals,"[ARTICLE TITLE] Espot anuncia 'dos o tres' edificis més de lloguer assequible a les parròquies centrals Suposo que per la teva cara maca, no?"
825,DI20240908171000-15990943,DI20240908171000,Abril,"9/8/2024, 1:12:25 PM",2024-09-08 13:12:25,Tanca persiana bombin si hooome,15987826,,,article,UE,Espot anuncia 'dos o tres' edificis més de lloguer assequible a les parròquies centrals,[ARTICLE TITLE] Espot anuncia 'dos o tres' edificis més de lloguer assequible a les parròquies centrals Tanca persiana bombin si hooome
826,DI20240908171000-15988841,DI20240908171000,Molta cara hi ha,"9/8/2024, 10:57:27 AM",2024-09-08 10:57:27,"I tant home i tant! si vas mirant els anucis de feina veuras que avui un administratiu li pagant al sou minim en la majoria de casos,  i lo que demanem no es de administratiu que no es mes que una formacio profesional, demanen 4 idiomes o 5, tens detenir formació de advocat per saber con funciona molta legislació, bueno a lo que anava! Volen un advocat per les lleis dels seus xanxullos de contractes que controli bé el cotorro però pagen com a un administratiu, lo que hi ha avui es una colla de cara dures molt grans, sobretot per aquestes immobiliàries, si vols un advocat li pagès com a tal i no posis un anunci demanant administratiu però quan veus lo que demanén es uns persona que tingui carrera amb dret,  clar aquet segurament amb 1500 euros no en trobarien cap, galtes que està ple de galtes això és lo que pasa",15987826,,,article,UE,Espot anuncia 'dos o tres' edificis més de lloguer assequible a les parròquies centrals,"[ARTICLE TITLE] Espot anuncia 'dos o tres' edificis més de lloguer assequible a les parròquies centrals I tant home i tant! si vas mirant els anucis de feina veuras que avui un administratiu li pagant al sou minim en la majoria de casos,  i lo que demanem no es de administratiu que no es mes que una formacio profesional, demanen 4 idiomes o 5, tens detenir formació de advocat per saber con funciona molta legislació, bueno a lo que anava! Volen un advocat per les lleis dels seus xanxullos de contractes que controli bé el cotorro però pagen com a un administratiu, lo que hi ha avui es una colla de cara dures molt grans, sobretot per aquestes immobiliàries, si vols un advocat li pagès com a tal i no posis un anunci demanant administratiu però quan veus lo que demanén es uns persona que tingui carrera amb dret,  clar aquet segurament amb 1500 euros no en trobarien cap, galtes que està ple de galtes això és lo que pasa"
827,DI20240908171000-15987064,DI20240908171000,Abril,"9/8/2024, 7:44:28 AM",2024-09-08 07:44:28,"Sobretot tu lo que cobres teus lloguers, sucarana",,,,article,UE,Espot anuncia 'dos o tres' edificis més de lloguer assequible a les parròquies centrals,"[ARTICLE TITLE] Espot anuncia 'dos o tres' edificis més de lloguer assequible a les parròquies centrals Sobretot tu lo que cobres teus lloguers, sucarana"
828,DI20240908171000-15987002,DI20240908171000,Obvietat,"9/8/2024, 7:35:36 AM",2024-09-08 07:35:36,"Vaja, quin gran descobriment!",,,,article,UE,Espot anuncia 'dos o tres' edificis més de lloguer assequible a les parròquies centrals,"[ARTICLE TITLE] Espot anuncia 'dos o tres' edificis més de lloguer assequible a les parròquies centrals Vaja, quin gran descobriment!"
829,DI20240908171000-15986934,DI20240908171000,Socialisme,"9/8/2024, 7:26:42 AM",2024-09-08 07:26:42,"Espot, no se si son les reunions amb el Sanchez o amb la UE,pero lo que volem es tenir prou poder adquisitiu per viure en l'habitatge que volguem, no en habitatges assequibles ni de la caritat. Fan falta ara : si. Es on somiem acabar : no",,,,article,UE,Espot anuncia 'dos o tres' edificis més de lloguer assequible a les parròquies centrals,"[ARTICLE TITLE] Espot anuncia 'dos o tres' edificis més de lloguer assequible a les parròquies centrals Espot, no se si son les reunions amb el Sanchez o amb la UE,pero lo que volem es tenir prou poder adquisitiu per viure en l'habitatge que volguem, no en habitatges assequibles ni de la caritat. Fan falta ara : si. Es on somiem acabar : no"
830,DI20240908104400-15991920,DI20240908104400,NO A LA UNIÓ EUROPEA,"9/8/2024, 3:19:38 PM",2024-09-08 15:19:38,NO A LA UNIÓ EUROPEA ,,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació NO A LA UNIÓ EUROPEA "
831,DI20240908104400-15991047,DI20240908104400,Blabla i res,"9/8/2024, 1:21:04 PM",2024-09-08 13:21:04,"Ensenyat, posat les piles i defensa al poble andorra. Aquesta gebtuza ens vol robar rls pisos que hem comprat amb l'esforç de molts anys i fer que no poguem guanyarnos la voda donant servei a turistes amb uns pisos que ens han costat molts diners i que ells ens han fet reformarlos i invertiehi moltissims diners, molts mes dels necessaris. Algu hauria de defensarnos a nosaltres i ningu de vosaltres ho feu. Aixo os passara factura",,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Ensenyat, posat les piles i defensa al poble andorra. Aquesta gebtuza ens vol robar rls pisos que hem comprat amb l'esforç de molts anys i fer que no poguem guanyarnos la voda donant servei a turistes amb uns pisos que ens han costat molts diners i que ells ens han fet reformarlos i invertiehi moltissims diners, molts mes dels necessaris. Algu hauria de defensarnos a nosaltres i ningu de vosaltres ho feu. Aixo os passara factura"
832,DI20240908104400-15989796,DI20240908104400,Món apart,"9/8/2024, 11:56:10 AM",2024-09-08 11:56:10,Els governants rics estan desconnectats de la realitat.,,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Els governants rics estan desconnectats de la realitat."
833,DI20240908104400-15988251,DI20240908104400,Ro,"9/8/2024, 10:13:24 AM",2024-09-08 10:13:24,Aih amb el acord....despres que pasará,,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Aih amb el acord....despres que pasará"
834,DI20240908104400-15993643,DI20240908104400,País nou i estrany,"9/8/2024, 8:55:51 PM",2024-09-08 20:55:51,Canviem un país de segles d’existència per un país nou de laboratori fet per la unió europea. El més trist és que quins governa aplaudeixen les orelles.,15988251,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Canviem un país de segles d’existència per un país nou de laboratori fet per la unió europea. El més trist és que quins governa aplaudeixen les orelles."
835,DI20240908104400-15987458,DI20240908104400,Cert,"9/8/2024, 8:32:59 AM",2024-09-08 08:32:59,Govern de nens rics.,,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Govern de nens rics."
836,DI20240908104400-15993650,DI20240908104400,Ho has clavat,"9/8/2024, 8:57:47 PM",2024-09-08 20:57:47,Juguen al Monopoly en un país que no és només seu.      Ens demanen entusiasme amb coses que nosaltres ens hi va tot i que no veiem gens clar.,15987458,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Juguen al Monopoly en un país que no és només seu.      Ens demanen entusiasme amb coses que nosaltres ens hi va tot i que no veiem gens clar."
837,DI20240908104400-15987303,DI20240908104400,Doneu-li un bibi,"9/8/2024, 8:11:37 AM",2024-09-08 08:11:37,"Pero noi, tu has vist els problemes d'mmigració i manca de seguretat que tenen els veïns? És això que vols per Andorra? Tenim un Govern de biberons",,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Pero noi, tu has vist els problemes d'mmigració i manca de seguretat que tenen els veïns? És això que vols per Andorra? Tenim un Govern de biberons"
838,DI20240908104400-15993654,DI20240908104400,Nens amb ametralladores,"9/8/2024, 8:59:21 PM",2024-09-08 20:59:21,Els nostres governants antigament no tenien tants estudis però eren més assenyats.,15987303,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Els nostres governants antigament no tenien tants estudis però eren més assenyats."
839,DI20240908104400-15986962,DI20240908104400,Habitatges dignes,"9/8/2024, 7:30:56 AM",2024-09-08 07:30:56,Ens vau promete un futur amb prosperitat amb la inversió estrangera i els andorrans estem sense habitatges i ofegats econòmicament per culpa de les vostres polítiques.,,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Ens vau promete un futur amb prosperitat amb la inversió estrangera i els andorrans estem sense habitatges i ofegats econòmicament per culpa de les vostres polítiques."
840,DI20240908104400-15988645,DI20240908104400,Josep,"9/8/2024, 10:42:44 AM",2024-09-08 10:42:44,Ben resumit. Espero que qiedon pocs amb síndrome d'Estocolm (a les passades eleccions n'hi havien uns quants),15986962,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Ben resumit. Espero que qiedon pocs amb síndrome d'Estocolm (a les passades eleccions n'hi havien uns quants)"
841,DI20240908104400-15991075,DI20240908104400,Pseudodemocràcia,"9/8/2024, 1:23:31 PM",2024-09-08 13:23:31,"Totalment! El que em fa més gràcia es que sembla que no hi hagi opció a un NO a l acord... i la veritat es que això es el més preocupant... que et facin creure que tu has participat en tot aquesta pantomina de l acord i no... aqui es demostra que ""yo me lo guiso, yo me lo como""... patètic DA! No heu aportat res amb tots aquests anys de govern! El meu vot es i serà un NO a l acord! I transparència amb les urnes quan hi hagi referendum que no sou gens ni mica de fiar DA",15988645,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Totalment! El que em fa més gràcia es que sembla que no hi hagi opció a un NO a l acord... i la veritat es que això es el més preocupant... que et facin creure que tu has participat en tot aquesta pantomina de l acord i no... aqui es demostra que ""yo me lo guiso, yo me lo como""... patètic DA! No heu aportat res amb tots aquests anys de govern! El meu vot es i serà un NO a l acord! I transparència amb les urnes quan hi hagi referendum que no sou gens ni mica de fiar DA"
842,DI20240908104400-15993669,DI20240908104400,Que hay alguien mas ?,"9/8/2024, 9:02:19 PM",2024-09-08 21:02:19,"Inclús quan anem de compres ens agrada triar i remenar,  què més important que el futur del teu país per dir que si amb els ulls tancats.",15991075,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Inclús quan anem de compres ens agrada triar i remenar,  què més important que el futur del teu país per dir que si amb els ulls tancats."
843,DI20240908104400-15987470,DI20240908104400,Habitatges dignes,"9/8/2024, 8:34:26 AM",2024-09-08 08:34:26,"A més a més, ara li oferiu una relació oberta amb desconeguts per solucionar tots els mals que heu fet en el matrimoni.",15986962,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació A més a més, ara li oferiu una relació oberta amb desconeguts per solucionar tots els mals que heu fet en el matrimoni."
844,DI20240908104400-15993681,DI20240908104400,Assequibles indignes,"9/8/2024, 9:05:16 PM",2024-09-08 21:05:16,"Prou copiar polítiques espanyoles, aquí no vam votar socialisme.     Quan pujin impostos, tots a plorar……",15987470,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Prou copiar polítiques espanyoles, aquí no vam votar socialisme.     Quan pujin impostos, tots a plorar……"
845,DI20240908104400-15986861,DI20240908104400,Ruina,"9/8/2024, 7:16:14 AM",2024-09-08 07:16:14,"La gran estafa d'entra a Europa, ja estem be com estem. NO A EUROPA!",,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació La gran estafa d'entra a Europa, ja estem be com estem. NO A EUROPA!"
846,DI20240908104400-15986302,DI20240908104400,Endogàmia política,"9/8/2024, 5:56:47 AM",2024-09-08 05:56:47,Ja n’estem farts de les quatre famílies riques que es van perpetuant en el poder. Prou!,,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Ja n’estem farts de les quatre famílies riques que es van perpetuant en el poder. Prou!"
847,DI20240908104400-15987333,DI20240908104400,Jordi,"9/8/2024, 8:15:15 AM",2024-09-08 08:15:15,"el problema és que tenim polítics que no han treballat mai. Massa Netflix, nenets capritxosos que ostenten carrecs publics",15986302,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació el problema és que tenim polítics que no han treballat mai. Massa Netflix, nenets capritxosos que ostenten carrecs publics"
848,DI20240908104400-15993697,DI20240908104400,Haurien de fer pràctiques,"9/8/2024, 9:09:24 PM",2024-09-08 21:09:24,"S’hauria de pujar la mitja d’edat de Govern de 10 o 15 anys ja.      Per molts estudis que tinguin, no tenen l’experiència que hauríem de tenir per designar el futur del nostre país.",15987333,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació S’hauria de pujar la mitja d’edat de Govern de 10 o 15 anys ja.      Per molts estudis que tinguin, no tenen l’experiència que hauríem de tenir per designar el futur del nostre país."
849,DI20240908104400-15986170,DI20240908104400,Per primer cop entendreu,"9/8/2024, 5:39:15 AM",2024-09-08 05:39:15,"Venga va!, ens heu fotut a moltes famílies la vida en l'aire, i ara ens veniu amb rotllos i històries vostres.",,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Venga va!, ens heu fotut a moltes famílies la vida en l'aire, i ara ens veniu amb rotllos i històries vostres."
850,DI20240908104400-15985927,DI20240908104400,Jordi Engordany,"9/8/2024, 5:04:28 AM",2024-09-08 05:04:28,NO UE cos anual 3 milions euros per mantindré mes nuls i inútils aixo entre moltes mes coses que els nostres estimats líders ens endollar an .  Andorra lluire. ,,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació NO UE cos anual 3 milions euros per mantindré mes nuls i inútils aixo entre moltes mes coses que els nostres estimats líders ens endollar an .  Andorra lluire. "
851,DI20240908104400-15987343,DI20240908104400,Jordi,"9/8/2024, 8:16:17 AM",2024-09-08 08:16:17,tens tota la raó. Volem copiar els veïns amb els problemes que tenen?,15985927,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació tens tota la raó. Volem copiar els veïns amb els problemes que tenen?"
852,DI20240908104400-15985810,DI20240908104400,Vergonyós,"9/8/2024, 4:49:31 AM",2024-09-08 04:49:31,"El que és una veritable vergonya és que els famosos polítics arribin en cotxe a Meritxell i com que són molt superiors als comuns dels mortals, puguin estacionar allà dalt mateix i que la resta haguem de fer artilegis per trobar una plaça a la carretera i agafar el bus, pels que volen, o pujar a peus, fins a Meritxell. Senyors, sou els que hauríeu de donar exemple. Una vergonya. Ho havia de dir.",,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació El que és una veritable vergonya és que els famosos polítics arribin en cotxe a Meritxell i com que són molt superiors als comuns dels mortals, puguin estacionar allà dalt mateix i que la resta haguem de fer artilegis per trobar una plaça a la carretera i agafar el bus, pels que volen, o pujar a peus, fins a Meritxell. Senyors, sou els que hauríeu de donar exemple. Una vergonya. Ho havia de dir."
853,DI20240908104400-15987358,DI20240908104400,el mon al revés,"9/8/2024, 8:17:39 AM",2024-09-08 08:17:39,"és que han confós el que representa el carrec. Son servidors del poble, no els amos del poble a pesar que es comporten com a tal",15985810,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació és que han confós el que representa el carrec. Son servidors del poble, no els amos del poble a pesar que es comporten com a tal"
854,DI20240908104400-15993705,DI20240908104400,Els hi paguem el sou,"9/8/2024, 9:11:40 PM",2024-09-08 21:11:40,"Son empleats nostres, representen un carreg, no la seva bèstia.",15987358,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Son empleats nostres, representen un carreg, no la seva bèstia."
855,DI20240908104400-15986846,DI20240908104400,Antonio,"9/8/2024, 7:14:50 AM",2024-09-08 07:14:50,Totalment d'acord,15985810,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Totalment d'acord"
856,DI20240908104400-15985595,DI20240908104400,Gerardo,"9/8/2024, 4:14:25 AM",2024-09-08 04:14:25,¿Qué parte del “NO” al acuerdo es lo que no se entiende?,,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació ¿Qué parte del “NO” al acuerdo es lo que no se entiende?"
857,DI20240908104400-15986876,DI20240908104400,Cerni,"9/8/2024, 7:18:02 AM",2024-09-08 07:18:02,Per començar la part que no s’escriu en la llengua oficial d’Andorra. A veure si també ens haureu de dir des de fora i en castellà el que ens convé i el que no.,15985595,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Per començar la part que no s’escriu en la llengua oficial d’Andorra. A veure si també ens haureu de dir des de fora i en castellà el que ens convé i el que no."
858,DI20240908104400-15987294,DI20240908104400,Dret a l’expressió!,"9/8/2024, 8:10:38 AM",2024-09-08 08:10:38,Ara resultara que els residents que ens porten una gran part de la nostra riquesa i que no poden votar per algo que els podria afectar negativament no tenen dret ni a tenir opinió en public.,15986876,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Ara resultara que els residents que ens porten una gran part de la nostra riquesa i que no poden votar per algo que els podria afectar negativament no tenen dret ni a tenir opinió en public."
859,DI20240908104400-15993721,DI20240908104400,Facilíssim,"9/8/2024, 9:14:24 PM",2024-09-08 21:14:24,"Perquè avui hi son i demà no ho sabem.    Si els nostres padrins aixequessin el cap, crec que t’ho esplicarien millor.",15987294,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Perquè avui hi son i demà no ho sabem.    Si els nostres padrins aixequessin el cap, crec que t’ho esplicarien millor."
860,DI20240908104400-15985522,DI20240908104400,Rescats privats,"9/8/2024, 3:59:18 AM",2024-09-08 03:59:18,Volen que vingui la UE a rescatar casa seva a canvi de la poca sobirania que ens queda,,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Volen que vingui la UE a rescatar casa seva a canvi de la poca sobirania que ens queda"
861,DI20240908104400-15985373,DI20240908104400,Ultracatòlic de dretes,"9/8/2024, 3:22:19 AM",2024-09-08 03:22:19,"Al multimilionari Ensenyat l'acord d'associació li va de perles, igual que a d'altres prohoms Andorrans amb la vida resolta, que no patiran els mals de la UE. Altra cosa és la classe mitjana i l'andorrà de peu, l'assalariat que malda per arribar a final de mes, per aquest l'acord d'associació amb la UE representa el darrer clau al taüt. El debat racional mena a la conclusió de que cal votar NO a l'acord d'associació amb la Unió Europea. ",,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Al multimilionari Ensenyat l'acord d'associació li va de perles, igual que a d'altres prohoms Andorrans amb la vida resolta, que no patiran els mals de la UE. Altra cosa és la classe mitjana i l'andorrà de peu, l'assalariat que malda per arribar a final de mes, per aquest l'acord d'associació amb la UE representa el darrer clau al taüt. El debat racional mena a la conclusió de que cal votar NO a l'acord d'associació amb la Unió Europea. "
862,DI20240908104400-15993748,DI20240908104400,Molt de dretes !,"9/8/2024, 9:21:58 PM",2024-09-08 21:21:58,"Et voldria recordar que aquest “Govern de dretes” l’any passat es va gastar mes de 100.000€ en canvis de sexe, ",15985373,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Et voldria recordar que aquest “Govern de dretes” l’any passat es va gastar mes de 100.000€ en canvis de sexe, "
863,DI20240908104400-15991346,DI20240908104400,No em facis riure!!!,"9/8/2024, 1:54:01 PM",2024-09-08 13:54:01,Espot i Ensenyat de dretes??? ultracatòlics???? hahahahhahahahahaahhahahahahahhahahahaha per favor però si son lo més progre que ha passat pel pais,15985373,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Espot i Ensenyat de dretes??? ultracatòlics???? hahahahhahahahahaahhahahahahahhahahahaha per favor però si son lo més progre que ha passat pel pais"
864,DI20240908104400-15993737,DI20240908104400,Jajajajajajajaja,"9/8/2024, 9:18:33 PM",2024-09-08 21:18:33,"Aquestos tenen de dretes…..     un partit que expropia,  amb departament d’igualtat i llenguatge inclusiu, amb imporst al carburant per tenir autobusos gratuïts, i controla sous de la empreses privades, ajudes i subvencions per tothom, etc….   Mooolt de dretes !",15991346,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Aquestos tenen de dretes…..     un partit que expropia,  amb departament d’igualtat i llenguatge inclusiu, amb imporst al carburant per tenir autobusos gratuïts, i controla sous de la empreses privades, ajudes i subvencions per tothom, etc….   Mooolt de dretes !"
865,DI20240908104400-15985616,DI20240908104400,LA CREAM VIP,"9/8/2024, 4:17:58 AM",2024-09-08 04:17:58,"Tots son lo mateix, no ni ha cap que valgui un duro, ells cada dia mes llustrosos i el poble cada dia mes empobrit, tota aquesta xusma es la que s’ha carregat la classe mitja per acabar se’n ells mes milionaris del que ja eren",15985373,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Tots son lo mateix, no ni ha cap que valgui un duro, ells cada dia mes llustrosos i el poble cada dia mes empobrit, tota aquesta xusma es la que s’ha carregat la classe mitja per acabar se’n ells mes milionaris del que ja eren"
866,DI20240908104400-15985353,DI20240908104400,Escaldenc insubmís,"9/8/2024, 3:16:02 AM",2024-09-08 03:16:02,"No penso que la paraula ""racional"" sigui la més adequada, en un trasbals que ens proposen des de l'Establishment. Potser ""rodes de molí"" seria més correcte per expressar el que sento.",,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació No penso que la paraula ""racional"" sigui la més adequada, en un trasbals que ens proposen des de l'Establishment. Potser ""rodes de molí"" seria més correcte per expressar el que sento."
867,DI20240908104400-15985236,DI20240908104400,Jos,"9/8/2024, 2:53:16 AM",2024-09-08 02:53:16,Quin taladro amb el tema del acord....,,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Quin taladro amb el tema del acord...."
868,DI20240908104400-15985228,DI20240908104400,Debat racional?,"9/8/2024, 2:51:57 AM",2024-09-08 02:51:57,"Mentre quatre famílies riques segueixin manant al país, la “racionalitat” de l’acord serà més que opinable. És la pura realitat.",,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Mentre quatre famílies riques segueixin manant al país, la “racionalitat” de l’acord serà més que opinable. És la pura realitat."
869,DI20240908104400-15985159,DI20240908104400,Fassbinder,"9/8/2024, 2:39:12 AM",2024-09-08 02:39:12,L’Accord no nomès no arreglara els problemes actuals sino ens complicara encara més la vida i el cost sera del tot inasumible. ,,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació L’Accord no nomès no arreglara els problemes actuals sino ens complicara encara més la vida i el cost sera del tot inasumible. "
870,DI20240908104400-15984892,DI20240908104400,Albert,"9/8/2024, 1:58:26 AM",2024-09-08 01:58:26,Racionalment : NO a l acord amb la UE gràcies ,,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Racionalment : NO a l acord amb la UE gràcies "
871,DI20240908104400-15986825,DI20240908104400,Antonio,"9/8/2024, 7:11:40 AM",2024-09-08 07:11:40,+1,15984892,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació +1"
872,DI20240908104400-15986530,DI20240908104400,Reset,"9/8/2024, 6:31:10 AM",2024-09-08 06:31:10,+8 Tota la familly ni locos europa,15984892,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació +8 Tota la familly ni locos europa"
873,DI20240908104400-15985152,DI20240908104400,Clarament,"9/8/2024, 2:38:07 AM",2024-09-08 02:38:07,+1,15984892,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació +1"
874,DI20240908104400-15984987,DI20240908104400,Pere,"9/8/2024, 2:14:31 AM",2024-09-08 02:14:31,Comentari irracional de nen petit,15984892,,,article,UE,"Ensenyat demana un debat més ""racional"" per l'acord d'associació","[ARTICLE TITLE] Ensenyat demana un debat més ""racional"" per l'acord d'associació Comentari irracional de nen petit"
875,DI20240903055500-15920333,DI20240903055500,Ra,"9/3/2024, 1:46:26 AM",2024-09-03 01:46:26,aquest any no hi ha pujada de sou!,,,,article,UE,"L’IPC avançat de l’agost baixa fins al 2,1%","[ARTICLE TITLE] L’IPC avançat de l’agost baixa fins al 2,1% aquest any no hi ha pujada de sou!"
